	symbol	available_exchanges	currency_base	currency_quote
1385	FIRO/IDR	['BTC Indonesia']	Firo	Indonesian Rupiah
1386	FIRO/USD	['MEXC', 'Synthetic']	Firo	US Dollar
1387	FITFI/USD	['Gate.io', 'Huobi', 'Kucoin']	Step App	US Dollar
1388	FJC/USD	['Synthetic']	FujiCoin	US Dollar
1389	FLASH/BTC	['Crex24']	Flash	Bitcoin
1390	FLASH/USD	['Synthetic']	Flash	US Dollar
1391	FLAX/USD	['Synthetic']	Flaxscript	US Dollar
1392	FLDC/BTC	['FinexBox']	FoldingCoin	Bitcoin
1393	FLDC/USD	['Synthetic']	FoldingCoin	US Dollar
1394	FLIK/USD	['Synthetic']	FLiK	US Dollar
1395	FLM/USD	['Synthetic']	FolmCoin	US Dollar
1396	FLO/BTC	['Bittrex']	FLO	Bitcoin
1397	FLO/USD	['Synthetic']	FLO	US Dollar
1398	FLOW/BTC	['Huobi', 'Upbit']	Flow	Bitcoin
1399	FLOW/CAD	['Synthetic']	Flow	Canadian Dollar
1400	FLOW/USD	['Binance', 'Gate.io', 'Huobi', 'Kraken']	Flow	US Dollar
1401	FLUX/BTC	['Binance']	Flux	Bitcoin
1402	FLUX/USD	['Binance', 'Gate.io', 'KuCoin']	Flux	US Dollar
1403	FLUZ/USD	['Synthetic']	Fluz Fluz	US Dollar
1404	FLVR/USD	['Synthetic']	FlavorCoin	US Dollar
1405	FLY/BTC	['YoBit']	Flycoin	Bitcoin
1406	FLY/USD	['Synthetic']	Flycoin	US Dollar
1407	FNC/BTC	['Livecoin']	FinCoin	Bitcoin
1408	FNC/USD	['Synthetic']	FinCoin	US Dollar
1409	FNKOS/ETH	['Coinbene']	FNKOS	Ethereum
1410	FNKOS/USD	['Synthetic']	FNKOS	US Dollar
1411	FNTB/BTC	['YoBit']	FinTab	Bitcoin
1412	FNTB/USD	['Synthetic', 'YoBit']	FinTab	US Dollar
1413	FOIN/BTC	['Hotbit']	FOIN	Bitcoin
1414	FOIN/USD	['Synthetic']	FOIN	US Dollar
1415	FONZ/USD	['Synthetic']	Fonziecoin	US Dollar
1416	FOR/USD	['Synthetic']	FORCE	US Dollar
1417	FRAX/USD	['Uniswap']	FRAX	US Dollar
1418	FRC/BTC	['FreiExchange']	Freicoin	Bitcoin
1419	FRC/USD	['Synthetic']	Freicoin	US Dollar
1420	FRD/USD	['Synthetic']	Farad	US Dollar
1421	FRK/BTC	['YoBit']	Franko	Bitcoin
1422	FRK/USD	['Synthetic']	Franko	US Dollar
1423	FRN/BTC	['YoBit']	Francs	Bitcoin
1424	FRN/USD	['Synthetic']	Francs	US Dollar
1425	FRST/BTC	['YoBit']	FirstCoin	Bitcoin
1426	FRST/ETH	['YoBit']	FirstCoin	Ethereum
1427	FRST/USD	['Synthetic']	FirstCoin	US Dollar
1428	FRWC/USD	['Synthetic']	FrankyWillCoin	US Dollar
1429	FSN/BNB	['Binance DEX']	Fusion	Binance Coin
1430	FSN/USD	['Synthetic']	Fusion	US Dollar
1431	FST/USD	['Synthetic']	Fastcoin	US Dollar
1432	FTC/BTC	['Bittrex']	Feathercoin	Bitcoin
1433	FTC/USD	['Synthetic']	Feathercoin	US Dollar
1434	FTM/BNB	['Binance']	Fantom	Binance Coin
1435	FTM/BTC	['Binance', 'Kucoin']	Fantom	Bitcoin
1436	FTM/CAD	['Synthetic']	Fantom	Canadian Dollar
1437	FTM/ETH	['Kucoin']	Fantom	Ethereum
1438	FTM/EUR	['Synthetic']	Fantom	Euro
1439	FTM/TRY	['Binance']	Fantom	Turkish Lira
1440	FTM/USD	['Binance', 'MXC']	Fantom	US Dollar
1441	FTO/BTC	['SouthXchange', 'YoBit']	FuturoCoin	Bitcoin
1442	FTO/DOGE	['YoBit']	FuturoCoin	Dogecoin
1443	FTO/ETH	['YoBit']	FuturoCoin	Ethereum
1444	FTOKEN/BTC	['Crex24']	Flash Token	Bitcoin
1445	FTOKEN/USD	['Synthetic']	Flash Token	US Dollar
1446	FTO/RUB	['YoBit']	FuturoCoin	Russian Ruble
1447	FTO/USD	['SouthXchange', 'YoBit']	FuturoCoin	US Dollar
1448	FTO/WAVES	['YoBit']	FuturoCoin	Waves
1449	FTT/BTC	['Binance', 'FTX', 'Huobi']	FTX Token	Bitcoin
1450	FTT/CAD	['Synthetic']	FTX Token	Canadian Dollar
1451	FTT/INR	['Bitbns']	FTX Token	Indian Rupee
1452	FTT/USD	['Binance', 'FTX', 'Huobi']	FTX Token	US Dollar
1453	FT/USD	['Synthetic']	Fabric Token	US Dollar
1454	FUCK/USD	['Synthetic']	FuckToken	US Dollar
1455	FUEL/ETH	['Gate.io']	Etherparty	Ethereum
1456	FUEL/USD	['Gate.io']	Etherparty	US Dollar
1457	FUN/BTC	['Binance', 'Bitrue']	FunFair	Bitcoin
1458	FUN/ETH	['Binance', 'Bitrue']	FunFair	Ethereum
1459	FUNK/USD	['Synthetic']	The Cypherfunks	US Dollar
1460	FUN/USD	['Gate.io', 'HitBTC']	FunFair	US Dollar
1461	FUZZ/BTC	['YoBit']	FuzzBalls	Bitcoin
1462	FUZZ/USD	['Synthetic']	FuzzBalls	US Dollar
1463	FX/BTC	['Kucoin']	Function X	Bitcoin
1464	FXC/ETH	['IDEX']	Flexacoin	Ethereum
1465	FXC/USD	['Synthetic']	Flexacoin	US Dollar
1466	FX/ETH	['Kucoin']	Function X	Ethereum
1467	FXS/BTC	['Binance']	Frax Share	Bitcoin
1468	FXS/USD	['Binance', 'KuCoin']	Frax Share	US Dollar
1469	FX/USD	['Synthetic']	Function X	US Dollar
1470	FYP/BTC	['HitBTC']	FlypMe	Bitcoin
1471	FYP/USD	['Synthetic']	FlypMe	US Dollar
1472	GAIN/USD	['Synthetic']	UGAIN	US Dollar
1473	GALA/BRL	['Binance', 'NovaDAX']	Gala	Brazil Real
1474	GALA/BTC	['Binance']	Gala	Bitcoin
1475	GALA/CAD	['Synthetic']	Gala	Canadian Dollar
1476	GALA/TRY	['Binance']	Gala	Turkish Lira
1477	GALA/USD	['Binance', 'Gate.io', 'Kucoin']	Gala	US Dollar
1478	GAL/TRY	['Binance']	Project Galaxy	Turkish Lira
1479	GAL/USD	['Binance', 'Gate.io', 'Huobi']	Project Galaxy	US Dollar
1480	GAME/BTC	['BitBay', 'Bittrex']	GameCredits	Bitcoin
1481	GAME/EUR	['BitBay']	GameCredits	Euro
1482	GAME/PLN	['BitBay']	GameCredits	Polish Zloty
1483	GAME/USD	['BitBay', 'Synthetic']	GameCredits	US Dollar
1484	GAM/USD	['Synthetic']	Gambit	US Dollar
1485	GAP/USD	['Synthetic']	Gapcoin	US Dollar
1486	GAS/BTC	['Binance', 'OKEx']	Gas	Bitcoin
1487	GAS/ETH	['Huobi', 'OKEx']	Gas	Ethereum
1488	GAS/USD	['Gate.io', 'OKEx']	Gas	US Dollar
1489	GB/BTC	['YoBit']	GoldBlocks	Bitcoin
1490	GBT/USD	['Synthetic']	GameBet Coin	US Dollar
1491	GB/USD	['Synthetic']	GoldBlocks	US Dollar
1492	GBX/USD	['Synthetic']	GoByte	US Dollar
1493	GBYTE/BTC	['Bittrex']	Obyte	Bitcoin
1494	GBYTE/USD	['Synthetic']	Obyte	US Dollar
1495	GCC/USD	['Synthetic']	GuccioneCoin	US Dollar
1496	GCN/DOGE	['SouthXchange']	GCN Coin	Dogecoin
1497	GCN/USD	['Synthetic']	GCN Coin	US Dollar
1498	GCR/BTC	['YoBit']	Global Currency Reserve 	Bitcoin
1499	GCR/USD	['Synthetic']	Global Currency Reserve	US Dollar
1500	GEERT/USD	['Synthetic']	GeertCoin	US Dollar
1501	GEN/ETH	['Hotbit']	DAOstack	Ethereum
1502	GEN/USD	['Synthetic']	DAOstack	US Dollar
1503	GEO/BTC	['Bittrex', 'YoBit']	GeoCoin	Bitcoin
1504	GEO/USD	['Synthetic']	GeoCoin	US Dollar
1505	GHO/USD	['Uniswap']	GHO	US Dollar
1506	GIM/USD	['Synthetic']	Gimli	US Dollar
1507	GIN/ETH	['TOKOK']	GINcoin	Ethereum
1508	GIN/USD	['Synthetic']	GINcoin	US Dollar
1509	GLCn/BTC	['YoBit']	GlobalCoin	Bitcoin
1510	GLCn/USD	['Synthetic']	GlobalCoin	US Dollar
1511	GLMR/BTC	['Binance']	Moonbeam	Bitcoin
1512	GLMR/USD	['Binance', 'Gate.io', 'KuCoin']	Moonbeam	US Dollar
1513	GLS/USD	['Synthetic']	GlassCoin	US Dollar
1514	GLT/BTC	['Crex24']	GlobalToken	Bitcoin
1515	GLT/USD	['Synthetic']	GlobalToken	US Dollar
1516	GML/BTC	['YoBit']	GameLeagueCoin	Bitcoin
1517	GML/USD	['Synthetic']	GameLeagueCoin	US Dollar
1518	GMTn/BTC	['Binance']	STEPN	Bitcoin
1519	GMTn/USD	['Binance', 'Gate.io']	STEPN	US Dollar
1520	GMT/USD	['Synthetic']	Mercury Protocol	US Dollar
1521	GMX/USD	['Crypto.com Exchange']	GMX	US Dollar
1522	GMX/USD	['Binance']	GoldMaxCoin	US Dollar
1523	GNO/BTC	['Binance', 'Bittrex', 'Huobi', 'Kraken']	Gnosis	Bitcoin
1524	GNO/CAD	['Synthetic']	Gnosis	Canadian Dollar
1525	GNO/ETH	['Bittrex', 'Kraken']	Gnosis	Ethereum
1526	GNO/EUR	['Kraken']	Gnosis	Euro
1527	GNO/USD	['Binance', 'Huobi', 'Kraken']	Gnosis	US Dollar
1528	GNS/USD	['Binance']	Gains Network	US Dollar
1529	GNT/AUD	['Synthetic']	Golem	Australian Dollar
1530	GNT/BTC	['Binance', 'Huobi']	Golem	Bitcoin
1531	GNT/ETH	['Binance', 'Huobi']	Golem	Ethereum
1532	GNT/INR	['Bitbns']	Golem	Indian Rupee
1533	GNT/KRW	['Bithumb', 'Upbit']	Golem	Korean Won
1534	GNT/USD	['Gate.io', 'Huobi']	Golem	US Dollar
1535	GNX/BTC	['Huobi', 'OKEx']	Genaro Network	Bitcoin
1536	GNX/ETH	['Gate.io', 'Huobi']	Genaro Network	Ethereum
1537	GNX/USD	['Gate.io']	Genaro Network	US Dollar
1538	GO/BTC	['Binance', 'Kucoin']	GoChain	Bitcoin
1539	GOD/BTC	['Gate.io', 'YoBit']	Bitcoin God	Bitcoin
1540	GOD/USD	['Gate.io']	Bitcoin God	US Dollar
1541	GO/ETH	['Kucoin']	GoChain	Ethereum
1542	GOLF/USD	['Synthetic']	Golfcoin	US Dollar
1543	GOOD/USD	['Synthetic']	Goodomy	US Dollar
1544	GOT/BTC	['Hotbit']	GoNetwork	Bitcoin
1545	GOT/USD	['Synthetic']	GoNetwork	US Dollar
1546	GO/USD	['Kucoin', 'Synthetic']	GoChain	US Dollar
1547	GP/BTC	['YoBit']	GoldPieces	Bitcoin
1548	GP/USD	['Synthetic']	GoldPieces	US Dollar
1549	GPU/USD	['Synthetic']	GPU Coin	US Dollar
1550	GRC/BTC	['SouthXchange']	GridCoin	Bitcoin
1551	GRC/USD	['Synthetic']	GridCoin	US Dollar
1552	GRE/USD	['Synthetic']	Greencoin	US Dollar
1553	GRFT/BTC	['TradeOgre']	Graft	Bitcoin
1554	GRFT/USD	['Synthetic']	Graft	US Dollar
1555	GRIN/BTC	['BitForex', 'Hotbit']	Grin	Bitcoin
1556	GRIN/ETH	['Hotbit', 'Kucoin']	Grin	Ethereum
1557	GRIN/USD	['Gate.io', 'Hotbit']	Grin	US Dollar
1558	GRS/BTC	['Binance', 'Bittrex']	Groestlcoin	Bitcoin
1559	GRS/ETH	['Huobi']	Groestlcoin	Ethereum
1560	GRS/KRW	['Upbit']	Groestlcoin	Korean Won
1561	GRS/USD	['Synthetic']	Groestlcoin	US Dollar
1562	GRT/AUD	['Kraken']	The Graph	Australian Dollar
1563	GRT/BTC	['Binance', 'Huobi']	The Graph	Bitcoin
1564	GRT/CAD	['Synthetic']	The Graph	Canadian Dollar
1565	GRT/EUR	['Binance', 'Coinbase Pro', 'Kraken']	The Graph	Euro
1566	GRT/INR	['Bitbns']	The Graph	Indian Rupee
1567	GRT/USD	['Binance', 'Coinbase Pro', 'Huobi']	The Graph	US Dollar
1568	GRV/USD	['Synthetic']	Gravium	US Dollar
1569	GRWI/USD	['Synthetic']	Growers International	US Dollar
1570	GRX/USD	['Synthetic']	GOLD Reward Token	US Dollar
1571	GSC/ETH	['Huobi']	Global Social Chain	Ethereum
1572	GSC/USD	['Synthetic']	Global Social Chain	US Dollar
1573	GSR/BTC	['YoBit']	GeyserCoin	Bitcoin
1574	GSR/USD	['Synthetic']	GeyserCoin	US Dollar
1575	GST/USD	['Coinbase Pro', 'Gate.io', 'Huobi', 'Kucoin']	Green Satoshi Token (SOL)	US Dollar
1576	GT/BTC	['Gate.io']	GateToken	Bitcoin
1577	GT/CAD	['Synthetic']	GateToken	Canadian Dollar
1578	GTC/BTC	['Gate.io']	Global Tour Coin	Bitcoin
1579	GTC/ETH	['Gate.io']	Global Tour Coin	Ethereum
1580	GTCG/USD	['Synthetic']	Game.com	US Dollar
1581	GTC/USD	['Gate.io', 'Synthetic']	Global Tour Coin	US Dollar
1582	GT/ETH	['Gate.io']	GateToken	Ethereum
1583	GTO/BTC	['Binance', 'OKEx']	Gifto	Bitcoin
1584	GTO/USD	['Binance', 'OKEx', 'Synthetic']	Gifto	US Dollar
1585	GT/USD	['Gate.io', 'Huobi']	GateToken	US Dollar
1586	GUESS/BTC	['YoBit']	Peerguess	Bitcoin
1587	GUESS/USD	['Synthetic']	Peerguess	US Dollar
1588	GUN/BTC	['SouthXchange']	Guncoin	Bitcoin
1589	GUN/DOGE	['SouthXchange']	Guncoin	Dogecoin
1590	GUN/USD	['Synthetic']	Guncoin	US Dollar
1591	GUP/BTC	['Bittrex']	Matchpool	Bitcoin
1592	GUP/USD	['Synthetic']	Matchpool	US Dollar
1593	GUSD/USD	['BitMart', 'Hotbit']	Gemini Dollar	US Dollar
1594	GVT/BTC	['Binance']	Genesis Vision	Bitcoin
1595	GVT/ETH	['HitBTC']	Genesis Vision	Ethereum
1596	GVT/USD	['Synthetic']	Genesis Vision	US Dollar
1597	GXC/BTC	['Huobi']	GXChain	Bitcoin
1598	GXC/ETH	['Huobi']	GXChain	Ethereum
1599	GXC/USD	['Bit-Z', 'Huobi']	GXChain	US Dollar
1600	GXS/BTC	['BigONE', 'Binance']	GXChain	Bitcoin
1601	GXS/ETH	['Binance']	GXChain	Ethereum
1602	GXS/USD	['Hotbit', 'Synthetic']	GXChain	US Dollar
1603	HAC/BTC	['YoBit']	Hackspace Capital	Bitcoin
1604	HAC/USD	['Synthetic']	Hackspace Capital	US Dollar
1605	HALLO/USD	['Synthetic']	Halloween Coin	US Dollar
1606	HALLO/WAVES	['YoBit']	Halloween Coin	Waves
1607	HBAR/BNB	['Binance']	Hedera Hashgraph	Binance Coin
1608	HBAR/BTC	['Binance', 'OKEx']	Hedera Hashgraph	Bitcoin
1609	HBAR/INR	['Bitbns']	Hedera Hashgraph	Indian Rupee
1610	HBAR/KRW	['Upbit']	Hedera Hashgraph	Korean Won
1611	HBAR/USD	['Binance', 'OKEx']	Hedera Hashgraph	US Dollar
1612	HBC/USD	['Synthetic']	HomeBlockCoin	US Dollar
1613	HCA/BTC	['Gate.io', 'Huobi', 'OKEx']	HyperCash	Bitcoin
1614	HCA/ETH	['Gate.io', 'Huobi']	HyperCash	Ethereum
1615	HCA/USD	['Huobi', 'OKEx', 'Synthetic', 'ZB.COM']	HyperCash	US Dollar
1616	HCC/USD	['Synthetic']	Happy Creator Coin	US Dollar
1617	HC/USD	['Synthetic']	Harvest Masternode Coin	US Dollar
1618	HDG/BTC	['YoBit']	Hedge	Bitcoin
1619	HDG/ETH	['YoBit']	Hedge	Ethereum
1620	HDG/USD	['YoBit']	Hedge	US Dollar
1621	HEDG/USD	['Synthetic']	HedgeTrade	US Dollar
1622	HELP/BTC	['FinexBox']	HELPICO	Bitcoin
1623	HELP/USD	['Synthetic']	Helpico	US Dollar
1624	HER/ETH	['Bilaxy']	HeroNode	Ethereum
1625	HEROm/ETH	['Gate.io']	Metahero	Ethereum
1626	HEROm/USD	['Gate.io', 'KuCoin']	Metahero	US Dollar
1627	HER/USD	['Synthetic']	HeroNode	US Dollar
1628	HGT/BTC	['HitBTC']	HelloGold	Bitcoin
1629	HGT/ETH	['HitBTC']	HelloGold	Ethereum
1630	HGT/USD	['Synthetic']	HelloGold	US Dollar
1631	HIGH/USD	['Synthetic']	High Gain	US Dollar
1632	HKN/BTC	['YoBit']	Hacken	Bitcoin
1633	HKN/USD	['Synthetic']	Hacken	US Dollar
1634	HMC/USD	['Synthetic']	HarmonyCoin	US Dollar
1635	HMP/USD	['Synthetic']	HempCoin	US Dollar
1636	HMQ/BTC	['Hotbit', 'Mercatox']	Humaniq	Bitcoin
1637	HMQ/ETH	['Mercatox']	Humaniq	Ethereum
1638	HMQ/USD	['Synthetic']	Humaniq	US Dollar
1639	HNC/BTC	['p2pb2b']	Hellenic Coin	Bitcoin
1640	HNC/USD	['Synthetic']	Hellenic Coin	US Dollar
1641	HNT/BRL	['Synthetic']	Helium	Brazil Real
1642	HNT/BTC	['Binance']	Helium	Bitcoin
1643	HNT/CAD	['Synthetic']	Helium	Canadian Dollar
1644	HNT/USD	['Gate.io']	Helium	US Dollar
1645	HODL/USD	['Synthetic']	HOdlcoin	US Dollar
1646	HOHOHO/USD	['LATOKEN']	Santa Floki	US Dollar
1647	HOT/BNB	['Binance']	Holo	Binance Coin
1648	HOT/BTC	['CoinEx']	Holo	Bitcoin
1649	HOT/CAD	['Synthetic']	Holo	Canadian Dollar
1650	HOT/ETH	['Binance', 'Bitrue']	Holo	Ethereum
1651	HOT/EUR	['Binance']	Holo	Euro
1652	HOTL/BTC	['Huobi']	Hydro Protocol	Bitcoin
1653	HOTL/ETH	['Huobi']	Hydro Protocol	Ethereum
1654	HOTL/USD	['Synthetic']	Hydro Protocol	US Dollar
1655	HOT/TRY	['Binance', 'Bitexen', 'Paribu']	Holo	Turkish Lira
1656	HOT/USD	['BigONE', 'Binance', 'Bitrue']	Holo	US Dollar
1657	HPB/BTC	['Bibox', 'Kucoin']	High Performance Blockchain 	Bitcoin
1658	HPB/ETH	['Bibox', 'Kucoin']	High Performance Blockchain	Ethereum
1659	HPB/USD	['Bibox', 'Synthetic']	High Performance Blockchain	US Dollar
1660	HPC/BTC	['YoBit']	Happycoin	Bitcoin
1661	HPC/ETH	['YoBit']	Happycoin	Ethereum
1662	HPC/USD	['Synthetic', 'YoBit']	Happycoin	US Dollar
1663	HST/BTC	['Livecoin']	Decision Token	Bitcoin
1664	HST/USD	['Synthetic']	Decision Token	US Dollar
1665	HT/BTC	['Huobi']	Huobi Token	Bitcoin
1666	HTC/USD	['Synthetic']	HitCoin	US Dollar
1667	HT/ETH	['Huobi']	Huobi Token	Ethereum
1668	HTML5/USD	['Synthetic']	HTML5COIN	US Dollar
1669	HTR/BTC	['KuCoin']	Hathor	Bitcoin
1670	HTR/USD	['Gate.io', 'KuCoin']	Hathor	US Dollar
1671	HT/USD	['Gate.io']	Huobi Token	US Dollar
1672	HUC/USD	['Synthetic']	HunterCoin	US Dollar
1673	HUNC/USD	['Synthetic']	Huncoin	US Dollar
1674	HUSD/USD	['Hotbit']	HUSD	US Dollar
1675	HVCO/BTC	['YoBit']	High Voltage	Bitcoin
1676	HVCO/USD	['Synthetic']	High Voltage	US Dollar
1677	HVN/USD	['Synthetic']	Hiveterminal Token	US Dollar
1678	HXX/BTC	['YoBit']	Hexx	Bitcoin
1679	HXX/USD	['Synthetic']	Hexx	US Dollar
1680	HYDRO/BTC	['Bittrex', 'CoinEx']	Hydro	Bitcoin
1681	HYDRO/USD	['Synthetic']	Hydro	US Dollar
1682	HYPER/USD	['Synthetic']	Hyper	US Dollar
1683	HYP/USD	['Synthetic']	HyperStake	US Dollar
1684	HYTV/USD	['Synthetic']	Hyper TV	US Dollar
1685	I0C/USD	['Synthetic']	I0Coin	US Dollar
1686	IBANK/BTC	['YoBit']	iBank	Bitcoin
1687	IBANK/USD	['Synthetic']	iBank	US Dollar
1688	IBTC/USD	['Synthetic']	iBTC	US Dollar
1689	ICE/USD	['Synthetic']	iDice	US Dollar
1690	ICOB/USD	['Synthetic']	ICOBID	US Dollar
1691	ICOM/ETH	['ProBit Exchange']	iCommunity Labs	Ethereum
1692	ICOM/EUR	['Synthetic']	iCommunity Labs	Euro
1693	ICOM/USD	['ProBit Exchange']	iCommunity Labs	US Dollar
1694	ICON/BTC	['YoBit']	Iconic	Bitcoin
1695	ICON/USD	['Synthetic']	Iconic	US Dollar
1696	ICOS/BTC	['Livecoin']	ICOS	Bitcoin
1697	ICOS/USD	['Synthetic']	ICOS	US Dollar
1698	ICP/BRL	['Synthetic']	Internet Computer	Brazil Real
1699	ICP/BTC	['Binance', 'Coinbase Pro']	Internet Computer	Bitcoin
1700	ICP/CAD	['Synthetic']	Internet Computer	Canadian Dollar
1701	ICP/INR	['Bitbns']	Internet Computer	Indian Rupee
1702	ICP/TRY	['Bitexen']	Internet Computer	Turkish Lira
1703	ICP/USD	['Binance', 'Coinbase Pro', 'Huobi']	Internet Computer	US Dollar
1704	ICX/AUD	['Synthetic']	ICON	Australian Dollar
1705	ICX/BTC	['Binance', 'HitBTC', 'OKEx']	ICON	Bitcoin
1706	ICX/CAD	['Synthetic']	ICON	Canadian Dollar
1707	ICX/CNY	['Synthetic']	ICON	Chinese Yuan
1708	ICX/ETH	['Binance', 'HitBTC', 'Huobi']	ICON	Ethereum
1709	ICX/EUR	['Synthetic']	ICON	Euro
1710	ICX/HKD	['Synthetic']	ICON	Hong Kong Dollar
1711	ICX/ILS	['Synthetic']	ICON	Israeli Shekel
1712	ICX/INR	['Synthetic']	ICON	Indian Rupee
1713	ICX/KRW	['Synthetic']	ICON	Korean Won
1714	ICX/MXN	['Synthetic']	ICON	Mexican Peso
1715	ICX/MYR	['Synthetic']	ICON	Malaysian Ringgit
1716	ICX/PLN	['Synthetic']	ICON	Polish Zloty
1717	ICX/RUB	['Synthetic']	ICON	Russian Ruble
1718	ICX/SAR	['Synthetic']	ICON	Saudi Riyal
1719	ICX/SEK	['Synthetic']	ICON	Swedish Krona
1720	ICX/TRY	['Synthetic']	ICON	Turkish Lira
1721	ICX/USD	['Binance', 'DragonEX', 'OKEx']	ICON	US Dollar
1722	ICX/VND	['Synthetic']	ICON	Vietnamese Dong
1723	ICX/ZAR	['Synthetic']	ICON	South African Rand
1724	IETH/BTC	['YoBit']	iEthereum	Bitcoin
1725	IETH/ETH	['YoBit']	iEthereum	Ethereum
1726	IETH/USD	['YoBit']	iEthereum	US Dollar
1727	IFLT/USD	['YoBit']	InflationCoin	US Dollar
1728	IFT/USD	['Synthetic']	InvestFeed	US Dollar
1729	IGNIS/BTC	['Bittrex', 'TOKOK']	Ignis	Bitcoin
1730	IGNIS/ETH	['HitBTC']	Ignis	Ethereum
1731	IGNIS/IDR	['Indodax']	Ignis	Indonesian Rupiah
1732	IGNIS/USD	['Synthetic']	Ignis	US Dollar
1733	IHT/USD	['Gate.io']	IHT Real Estate Protocol	US Dollar
1734	ILV/BTC	['Binance']	Illuvium	Bitcoin
1735	ILV/USD	['Binance']	Illuvium	US Dollar
1736	IMPS/BTC	['YoBit']	ImpulseCoin	Bitcoin
1737	IMPS/USD	['Synthetic']	ImpulseCoin	US Dollar
1738	IMS/BTC	['YoBit']	Independent Money System 	Bitcoin
1739	IMS/USD	['Synthetic']	Independent Money System	US Dollar
1740	IMXm/USD	['FTX', 'Huobi']	Immutable X	US Dollar
1741	IMX/USD	['Binance']	Impact	US Dollar
1742	INB/USD	['DragonEX']	Insight Chain	US Dollar
1743	IND/BTC	['YoBit']	Indorse Token	Bitcoin
1744	IND/ETH	['HitBTC']	Indorse Token	Ethereum
1745	IND/USD	['Synthetic']	Indorse Token	US Dollar
1746	INF/USD	['Synthetic']	InfChain	US Dollar
1747	INFX/BTC	['YoBit']	Influxcoin	Bitcoin
1748	INFX/USD	['Synthetic']	Influxcoin	US Dollar
1749	INJ/BTC	['Binance']	Injective Protocol	Bitcoin
1750	INJ/USD	['Binance']	Injective Protocol	US Dollar
1751	INK/BTC	['Gate.io']	Ink	Bitcoin
1752	INK/ETH	['Gate.io', 'HitBTC']	Ink	Ethereum
1753	INK/USD	['Gate.io']	Ink	US Dollar
1754	INN/BTC	['Crex24']	Innova	Bitcoin
1755	INN/USD	['Synthetic']	Innova	US Dollar
1756	INO/USD	['Exrates']	INO COIN	US Dollar
1757	INSN/BTC	['FinexBox']	InsaneCoin	Bitcoin
1758	INSN/USD	['Synthetic']	InsaneCoin	US Dollar
1759	INS/USD	['Synthetic']	Insolar	US Dollar
1760	INT/BTC	['OKEx']	Internet Node Token	Bitcoin
1761	INT/ETH	['OKEx']	Internet Node Token	Ethereum
1762	INT/USD	['OKEx']	Internet Node Token	US Dollar
1763	INVC/USD	['Synthetic']	Investcoin	US Dollar
1764	INXT/BTC	['Mercatox']	Internxt	Bitcoin
1765	INXT/USD	['Synthetic']	Internxt	US Dollar
1766	IOC/BTC	['Bittrex']	I/O Coin	Bitcoin
1767	IOC/USD	['Synthetic']	I/O Coin	US Dollar
1768	ION/BTC	['Crex24']	ION	Bitcoin
1769	ION/USD	['Synthetic']	ION	US Dollar
1770	IOP/BTC	['FinexBox']	Internet of People	Bitcoin
1771	IOP/USD	['Synthetic']	Internet of People	US Dollar
1772	IOST/BTC	['BigONE', 'Binance', 'OKEx']	IOStoken	Bitcoin
1773	IOST/ETH	['Binance', 'OKEx']	IOStoken	Ethereum
1774	IOST/USD	['Binance', 'Huobi', 'OKEx']	IOST	US Dollar
1775	IOTA/AUD	['Synthetic']	IOTA	Australian Dollar
1776	IOTA/BNB	['Binance']	IOTA	Binance Coin
1777	IOTA/BRL	['NovaDAX']	IOTA	Brazil Real
1778	IOTA/BTC	['Binance', 'Bitfinex']	IOTA	Bitcoin
1779	IOTA/CAD	['Synthetic']	IOTA	Canadian Dollar
1780	IOTA/CNY	['Synthetic']	IOTA	Chinese Yuan
1781	IOTA/ETH	['Binance', 'Bitfinex']	IOTA	Ethereum
1782	IOTA/EUR	['Synthetic']	IOTA	Euro
1783	IOTA/HKD	['Synthetic']	IOTA	Hong Kong Dollar
1784	IOTA/ILS	['Synthetic']	IOTA	Israeli Shekel
1785	IOTA/INR	['Synthetic']	IOTA	Indian Rupee
1786	IOTA/KRW	['Coinone']	IOTA	Korean Won
1787	IOTA/MXN	['Synthetic']	IOTA	Mexican Peso
1788	IOTA/MYR	['Synthetic']	IOTA	Malaysian Ringgit
1789	IOTA/PLN	['Synthetic']	IOTA	Polish Zloty
1790	IOTA/RUB	['Synthetic']	IOTA	Russian Ruble
1791	IOTA/SAR	['Synthetic']	IOTA	Saudi Riyal
1792	IOTA/SEK	['Synthetic']	IOTA	Swedish Krona
1793	IOTA/TRY	['Synthetic']	IOTA	Turkish Lira
1794	IOTA/USD	['Bitfinex', 'OKEx']	IOTA	US Dollar
1795	IOTA/VND	['Synthetic']	IOTA	Vietnamese Dong
1796	IOTA/ZAR	['Synthetic']	IOTA	South African Rand
1797	IOT/BTC	['OKEx']	IOTA	Bitcoin
1798	IOT/GBP	['Bitfinex']	IOTA	British Pound
1799	IOT/USD	['Binance', 'HitBTC']	IOTA	US Dollar
1800	IOTX/BTC	['Binance', 'Upbit']	IoTeX	Bitcoin
1801	IOTX/ETH	['Binance', 'Kucoin']	IoTeX	Ethereum
1802	IOTX/USD	['Binance', 'Gate.io', 'Synthetic']	IoTeX	US Dollar
1803	IPX/BTC	['HitBTC']	Tachyon Protocol	Bitcoin
1804	IPX/KRW	['Bithumb']	Tachyon Protocol	Korean Won
1805	IPX/USD	['HitBTC', 'Hotbit']	Tachyon Protocol	US Dollar
